Date,BA,BRKB,GS,JNJ,JPM,KO,MCD,PFE,WMT,XOM,LLY,V,CAT,BAC,GE,PG,ABBV,HD,PM,MRK,AAPL,MSFT,AMZN,GOOGL,CSCO,QCOM,UNH,COST,CVX,NEE
Sept-19,-0.106604989,0.021920969,0.02967717,0.020559592,0.061432577,-0.000183688,-0.083880583,0.06790997,-0.011964226,-0.043053392,0.018957302,0.039823303,0.090966715,0.071991785,0.116331052,0.001045223,0.050581112,0.011033521,0.072566866,0.029460739,0.110684436,0.031216258,0.023474701,0.030840026,-0.038453785,0.054535969,0.162801346,0.03123807,-0.020741982,0.022962319
Oct-19,0.077285164,0.03631574,0.037351204,0.041275371,0.054755043,-0.018923388,-0.011286223,0.003909515,0.015606491,0.008287702,0.029837662,0.031588918,0.050290221,0.065558017,0.129258539,-0.019677171,0.10282841,-0.059979569,0.018295651,0.006000395,0.074328694,0.055869499,0.013587301,0.035978705,-0.046305978,0.038662363,0.107518791,0.009087585,0.008524177,-0.018964459
Nov-19,-0.110382872,0.028143441,0.038762141,0.060949887,0.057984214,0.036516854,0.0160942,0.017135424,-0.002100951,0.024218406,0.119982909,0.018372985,0.020382761,0.057022855,-0.009760445,0.023267279,0.009232845,-0.009659379,0.026046015,0.043243864,0.098783887,0.041749187,0.026121694,0.027068675,0.058485933,0.056014364,0.050416322,-0.019645723,0.028856868,0.035668446
Dec-19,-0.022992387,-0.009139073,0.034010351,0.020566258,-0.050502152,0.055103884,0.082789333,-0.049514414,-0.036601713,-0.109773574,0.062466767,0.058914357,-0.110576838,-0.067859151,0.115591417,-0.002241784,-0.084933411,0.044509575,-0.028087901,-0.060582692,0.054009931,0.079454655,0.087063803,0.069725807,-0.041492867,-0.033095384,-0.073236268,0.039466437,-0.110945171,0.107532244
Jan-20,-0.135608131,-0.080604197,-0.155541535,-0.096661517,-0.12277123,-0.084075342,-0.092536337,-0.102578629,-0.059481697,-0.171925306,-0.096748798,-0.086495485,-0.054130247,-0.131891611,-0.126104428,-0.091397843,0.057886974,-0.044980313,-0.010036206,-0.103932576,-0.116797594,-0.048287619,-0.06221372,-0.065278667,-0.131390053,-0.082170844,-0.064195282,-0.079798296,-0.128803464,-0.057569042
Feb-20,-0.457889571,-0.11393816,-0.230014444,-0.024910767,-0.22461459,-0.172742569,-0.148426636,-0.023339278,0.05516396,-0.261858476,0.099817682,-0.113556338,-0.066001264,-0.255087735,-0.270220558,-0.028526038,-0.111072182,-0.142903003,-0.108831115,0.004963416,-0.069761461,-0.026541497,0.035020571,-0.132387552,-0.015527146,-0.13601534,-0.021885793,0.014192182,-0.223698287,-0.04802975
Mar-20,-0.054445487,0.024777115,0.186493305,0.144208038,0.063645452,0.037062147,0.134321137,0.17524587,0.069793784,0.223860943,0.114763538,0.109235394,0.002929993,0.132830888,-0.143576861,0.07154548,0.078881668,0.17738736,0.022478062,0.031193149,0.155373768,0.136326162,0.268900118,0.158999944,0.078097166,0.162897212,0.172788497,0.062673148,0.269666039,-0.039481341
Apr-20,0.034250461,-0.009500427,0.071257224,-0.008597707,0.016186299,0.01721508,-0.006611218,-0.004433029,0.02064848,-0.02151926,-0.010928624,0.092435117,0.032222032,0.00291067,-0.033823525,-0.016543688,0.127372282,0.130327952,-0.016621956,0.017393515,0.082164791,0.022543347,-0.012784941,0.064468753,0.128362399,0.028092019,0.042329144,0.018052809,-0.003260903,0.105745946
May-20,0.256770655,-0.038096778,0.005750929,-0.054588235,-0.033398417,-0.042844901,-0.009929154,-0.143753695,-0.034498185,-0.016494392,0.073422661,-0.010602373,0.053025913,-0.015340001,0.039573836,0.031487246,0.059458317,0.008169667,-0.044983684,-0.041997035,0.147386252,0.110559315,0.129566729,-0.010791703,-0.024675874,0.127720106,-0.032474967,-0.017051933,-0.026935591,-0.06022069
Jun-20,-0.138025095,0.09674528,0.001720474,0.036478703,0.0274293,0.057296329,0.053179379,0.176756565,0.080312977,-0.059033989,-0.084602266,-0.014339723,0.050434821,0.047578912,-0.111273803,0.096596098,-0.033306138,0.059797996,0.096345993,0.037630939,0.165131641,0.007370645,0.147113622,0.049293085,0.009862759,0.157877444,0.026546826,0.073612374,-0.059285002,0.168755525
Jul-20,0.087468354,0.11369905,0.034906042,0.052483535,0.036734272,0.048475868,0.099032324,-0.017931798,0.0730301,-0.050855513,-0.012642185,0.113392922,0.070966228,0.034565942,0.044481057,0.054987851,0.009061142,0.073637497,0.038797077,0.06268688,0.214379735,0.100092702,0.090461034,0.09515108,-0.103609287,0.127734095,0.032267617,0.067981461,-0.000119158,-0.005450654
Aug-20,-0.03817949,-0.023390204,-0.019036462,-0.029528714,-0.039125661,-0.003230365,0.02795991,-0.028841806,0.007633489,-0.140460691,-0.002493397,-0.056700806,0.048064061,-0.06410255,-0.017350132,0.004771226,-0.085412975,-0.025715748,-0.060157952,-0.027207657,-0.102526321,-0.067396785,-0.087578592,-0.100599591,-0.067029885,-0.011922739,-0.002495597,0.021112571,-0.142142265,-0.005767152
Sept-20,-0.126285853,-0.05184559,-0.059362094,-0.079056959,0.01838579,-0.026534333,-0.029568545,-0.033242502,-0.008291842,-0.049810661,-0.118632597,-0.091313669,0.052966875,-0.016189265,0.191011214,-0.013598096,-0.02842788,-0.039609666,-0.05294041,-0.093309245,-0.060012064,-0.03736985,-0.035754085,0.102695109,-0.088601115,0.048266488,-0.021265595,0.007380268,-0.034722222,0.055051156
Oct-20,0.459311587,0.133779099,0.219741854,0.055211144,0.202366381,0.073657928,0.02084507,0.139049692,0.101190283,0.168914776,0.116434052,0.157613771,0.105316733,0.188185609,0.371967706,0.012910204,0.228907212,0.040118528,0.066601008,0.068873834,0.093606489,0.057292468,0.043439869,0.085569736,0.198328653,0.193012301,0.102248083,0.095492406,0.254388494,0.00519051
Nov-20,0.015898628,0.012930846,0.143681152,0.087779928,0.077960638,0.062790698,-0.013153054,-0.039154268,-0.056548759,0.081038552,0.159217325,0.039838314,0.048562752,0.076349419,0.060903666,0.001944295,0.024574485,-0.042500301,0.092937306,0.017539508,0.1145737,0.039005889,0.028058383,-0.001003163,0.040213843,0.03512943,0.042635418,-0.038262222,-0.03131456,0.048376211
Dec-20,-0.092824442,-0.017251046,0.02828865,0.036535773,0.012591485,-0.121991247,-0.031410197,-0.024721543,-0.025390483,0.087821446,0.231757911,-0.116490633,0.004504956,-0.021774987,-0.011111088,-0.078553922,-0.043583743,0.019576885,-0.037927278,-0.057823964,-0.005501513,0.042891865,-0.015576012,0.04263274,-0.003798842,0.025863217,-0.048762423,-0.064626589,0.008880995,0.048217772
Jan-21,0.091765796,0.055470224,0.178153926,-0.028627475,0.143778659,0.017445483,-0.008179369,-0.067130919,-0.075236763,0.212533452,-0.014809837,0.099042688,0.180704491,0.170657657,0.174157336,-0.036502673,0.051327033,-0.046082308,0.054864972,-0.057739745,-0.081085208,0.001810649,-0.035328414,0.106465079,0.006505094,-0.128551296,-0.004076939,-0.060806382,0.173708962,-0.091381218
Feb-21,0.201452762,0.062201156,0.02353825,0.037170264,0.034382007,0.075933864,0.087319298,0.081815467,0.045490022,0.026853044,-0.088193626,-0.003107508,0.07406888,0.114664352,0.047049378,0.096332826,0.004455201,0.181582428,0.056177117,0.061553281,0.007339596,0.014588172,0.000371784,0.020084993,0.15244039,-0.026433703,0.119950653,0.064894293,0.047900009,0.028987441
Mar-21,-0.080127198,0.076251615,0.06559633,-0.009857012,0.010379032,0.0240941,0.053270278,0.066795473,0.030037857,0.025255239,-0.021678637,0.103103019,-0.01621596,0.047557514,-0.000761521,-0.014841576,0.030308619,0.060344024,0.070543186,-0.033597102,0.076217807,0.06960168,0.120662737,0.14107988,-0.015470881,0.046836163,0.071841266,0.055634319,-0.016413791,0.025128971
Apr-21,0.054244377,0.052700491,0.067642416,0.040066368,0.067810936,0.024268247,-0.009276516,0.002069858,0.015153464,0.01974144,0.09284894,-0.026802511,0.056858538,0.045891948,0.071646256,0.010718093,0.015246609,-0.014706366,0.015052635,0.018657773,-0.052107149,-0.009913554,-0.070470255,0.001423376,0.039088621,-0.030691712,0.032898761,0.016608865,0.006985556,-0.055347707
May-21,-0.030199984,-0.039800995,0.020187087,-0.026646972,-0.052971262,-0.021342015,-0.012398991,0.011102505,-0.007111943,0.080692136,0.149093812,0.028684576,-0.097270602,-0.027364941,-0.04267422,0.000593152,-0.004946975,-0.000062679,0.027792184,0.07396172,0.099109269,0.084988793,0.067354987,0.036039644,0.00189033,0.062360635,-0.027869515,0.045998956,0.009153068,0.000819415
Jun-21,-0.0546001,0.001331318,-0.012251996,0.045283477,-0.024173846,0.053964147,0.050738127,0.093207354,0.010849633,-0.087349398,0.060909705,0.053759266,-0.049993129,-0.069609483,-0.037890036,0.054102153,0.03249293,0.029163622,0.00988796,-0.011572508,0.064982429,0.051716538,-0.032722283,0.103506043,0.044716961,0.048065562,0.029417637,0.086056529,-0.027974034,0.06304589
Jul-21,-0.030819498,0.026878436,0.103046308,0.005400697,0.053827909,-0.012624934,-0.021630753,0.076150432,0.03893409,-0.052978982,0.060739255,-0.070173275,0.019927425,0.088373288,0.017471075,0.001124964,0.038521028,-0.006124531,0.029073871,-0.00754523,0.040929667,0.059562672,0.043034169,0.074009144,0.065920202,-0.020761018,0.009824821,0.059969257,-0.049503988,0.078177102
Aug-21,0.002004556,-0.044896245,-0.085802036,-0.067174955,0.023382307,-0.068193926,0.01537101,-0.066420664,-0.058880368,0.078870139,-0.10546287,-0.02771718,-0.089628654,0.016766485,-0.022578507,-0.018189454,-0.106888526,0.0063769,-0.079708729,-0.0154673,-0.068036631,-0.066118958,-0.053518109,-0.07616925,-0.077770249,-0.120730837,-0.061330385,-0.013479954,0.048362101,-0.065126817
Sept-21,-0.058697827,0.051549791,0.093431738,0.008544892,0.037876474,0.074328188,0.018414831,0.016972797,0.072034783,0.096055763,0.102618443,-0.04929291,0.062718098,0.125559433,0.017858813,0.022818329,0.063038799,0.132455917,-0.002637409,0.172280686,0.058657265,0.176291073,0.026602458,0.10749881,0.028293237,0.031477731,0.178456295,0.09389118,0.128536238,0.086729565
Oct-21,-0.0443414,-0.035956935,-0.078287166,-0.04266945,-0.065100948,-0.069540536,-0.003868866,0.228395062,-0.058828017,-0.071816349,-0.026377773,-0.084997873,-0.052252285,-0.069275798,-0.094211888,0.011119633,0.005319618,0.077661796,-0.09096677,-0.149233378,0.103471293,-0.003105961,0.039923701,-0.041530999,-0.020189406,0.357185859,-0.03529003,0.09732676,-0.014149665,0.016992815
Nov-21,0.017538539,0.080631754,0.004094596,0.09709485,-0.003022099,0.128884652,0.095952576,0.099013586,0.028869661,0.02256016,0.113610743,0.118387789,0.069252645,0.000449752,-0.00547423,0.131415132,0.174531535,0.035945246,0.105422356,0.023094322,0.0742287,0.017332681,-0.049251969,0.020821355,0.155543376,0.012793518,0.130385875,0.052504741,0.039691642,0.075823945
Dec-21,-0.005364594,0.046889632,-0.072853222,0.007131584,-0.061572466,0.03040027,-0.03215578,-0.107705334,-0.033726246,0.24137931,-0.111613937,0.043652767,-0.025055663,0.037086933,0.000105841,-0.019134398,0.011004472,-0.115732145,0.082631563,0.063152453,-0.015712161,-0.075344897,-0.10282991,-0.065919058,-0.121508614,-0.038880083,-0.058887972,-0.110216674,0.119130835,-0.163239051
Jan-22,0.025469437,0.026931187,-0.03775234,-0.044808172,-0.045760431,0.020160629,-0.05658123,-0.109128867,-0.033259733,0.032385466,0.018582654,-0.044435615,-0.069358979,-0.042045918,0.010901795,-0.028420054,0.07947991,-0.139380955,-0.017306746,-0.060137473,-0.055269503,-0.039198669,0.026672518,-0.00182176,0.001796341,-0.021449642,0.006983067,0.02795319,0.096474515,0.001920045
Feb-22,-0.067400409,0.097869031,-0.032787366,0.076927751,-0.03864598,-0.003856041,0.010254525,0.102897316,0.101804767,0.05317521,0.145709136,0.026142927,0.187866538,-0.067420803,-0.041985149,-0.019821646,0.097042674,-0.052243298,-0.07054514,0.071428586,0.057473388,0.031861805,0.061437285,0.029694854,-0.000179346,-0.111459954,0.07165824,0.109003323,0.130763902,0.082279324
Mar-22,-0.222767624,-0.085234196,-0.074553166,0.018224905,-0.124413146,0.042096774,0.007602718,-0.052153757,0.027331057,0.032207289,0.020113873,-0.038959279,-0.055111811,-0.134400795,-0.185245887,0.050719894,-0.093948527,0.003574675,0.064509234,0.080926254,-0.097130787,-0.099867045,-0.237525093,-0.179466856,-0.121592521,-0.085918101,-0.002784504,-0.076634552,-0.037830889,-0.16161023
Apr-22,-0.117172803,-0.021218598,0.069920456,-0.005153497,0.107825067,-0.019037301,0.01224113,0.08090483,-0.15922755,0.126099707,0.072946966,-0.004504325,0.025220922,0.042600909,0.050167648,-0.078916213,0.00333599,0.007822923,0.0625,0.03765922,-0.055883272,-0.020358872,-0.032764318,-0.003045286,-0.080236838,0.025270232,-0.023144213,-0.123185084,0.114827381,0.06575621
May-22,0.040487062,-0.135957972,-0.091265106,-0.011251601,-0.148377827,-0.007415589,-0.021133183,-0.011500754,-0.054806629,-0.107916667,0.034424478,-0.072017717,-0.17183234,-0.163172083,-0.186741578,-0.027657638,0.039288924,-0.094071052,-0.070682373,-0.009344786,-0.081429692,-0.05532059,-0.116459213,-0.042184592,-0.053496113,-0.108085485,0.033918447,0.028012521,-0.171075256,0.023384814
Jun-22,0.165228204,0.10101824,0.122449667,-0.016844121,0.024420567,0.020028612,0.066793584,-0.036620256,0.086114449,0.13183092,0.016839871,0.077302053,0.1090289,0.086090661,0.160829258,-0.033938312,-0.063006065,0.097239999,-0.01610286,-0.020072413,0.188633653,0.09309662,0.270595971,0.067518354,0.06402438,0.135587913,0.05589631,0.129402414,0.131233597,0.090756505
Jul-22,0.005900446,-0.065868263,-0.002159633,-0.07552143,-0.014129681,-0.038335671,-0.042108061,-0.104533756,0.003787242,-0.013824409,-0.086323489,-0.063174739,-0.06829757,-0.005915432,-0.00635913,-0.006982947,-0.063061725,-0.04160294,-0.017087016,-0.044548868,-0.032551803,-0.068639986,-0.060615046,-0.069635475,-0.014326597,-0.088170367,-0.042427276,-0.035470188,-0.034924907,0.006746357
Aug-22,-0.244430577,-0.049074074,-0.119097003,0.012520144,-0.081157127,-0.092205477,-0.085381322,-0.032500553,-0.021501531,-0.086619939,0.073432242,-0.105983655,-0.111688615,-0.101457893,-0.156998907,-0.084747008,-0.001859289,-0.043270267,-0.130694272,0.008903493,-0.120977001,-0.109266865,-0.10862189,-0.116152278,-0.105545642,-0.145838061,-0.027516238,-0.095441465,-0.091041374,-0.078180039
Sept-22,0.17699042,0.105123212,0.175601433,0.06494858,0.204593301,0.06836844,0.181676346,0.063756856,0.097379542,0.269155881,0.119808225,0.166113205,0.319234546,0.193377484,0.256824422,0.066693055,0.090827707,0.073168088,0.106493147,0.175104432,0.109551373,-0.003306093,-0.093451306,-0.011918446,0.135750008,0.041423262,0.099219894,0.061892586,0.259135492,-0.011605709
Oct-22,0.255210161,0.079670609,0.120867319,0.023164913,0.097712107,0.062823726,0.000476784,0.076906552,0.070891535,0.004782962,0.024828055,0.047499499,0.092164817,0.050221907,0.1048709,0.107596389,0.10095628,0.094080252,0.085138811,0.088142352,-0.034628914,0.099125464,-0.057594703,0.068564126,0.094431012,0.075046693,-0.013311743,0.075274177,0.013322298,0.092903186
Nov-22,0.064903846,-0.0304457,-0.110760067,-0.00758427,-0.029526704,0,-0.033945526,0.02214243,-0.069741488,-0.009340758,-0.014120918,-0.04258067,0.013324283,-0.124966968,-0.02535769,0.016090063,0.002667874,-0.025093383,0.015450998,0.007537179,-0.122272555,-0.060045434,-0.129894353,-0.126349092,-0.041834308,-0.130840349,-0.032094379,-0.153453871,-0.020838973,-0.012986995
Dec-22,0.118168933,0.008481709,0.065321218,-0.074893858,0.043698732,-0.036000629,0.014685235,-0.138173302,0.014669011,0.051767906,-0.059288221,0.108057436,0.053139071,0.071256059,0.230396021,-0.060570024,-0.085762023,0.026309214,0.029937741,-0.031906204,0.110521061,0.033316612,0.227738063,0.120253798,0.021620462,0.21166094,-0.058451829,0.119693351,-0.030475241,-0.107296667
Jan-23,-0.053755869,-0.020351823,-0.038708619,-0.062171093,0.024221206,-0.029517286,-0.013051608,-0.08129529,-0.012094369,-0.052581674,-0.095685001,-0.044611459,-0.050497406,-0.033258183,0.052559559,-0.03385312,0.041624324,-0.085233068,-0.066577081,-0.010892894,0.021623193,0.006496915,-0.086298789,-0.088830424,-0.005136635,-0.072667273,-0.046575452,-0.052744886,-0.076140672,-0.048237955
Feb-23,0.053981642,0.011763549,-0.069785298,0.011353256,-0.090966167,0.042345824,0.059489978,0.005669214,0.037430186,-0.002274588,0.103463826,0.025097773,-0.044708857,-0.166180728,0.128556339,0.080910185,0.035542569,-0.004788607,-0.000513906,0.001411912,0.118648598,0.155881605,0.096147694,0.151787766,0.07971914,0.032785583,-0.007038715,0.026209266,0.014865953,0.085175322
Mar-23,-0.026596997,0.064060628,0.049922045,0.056129032,0.060854885,0.034177011,0.057723257,-0.046813725,0.023872064,0.079153748,0.152699231,0.032245138,-0.04387342,0.023776234,0.035251039,0.051718356,-0.051766332,0.018365456,0.027969164,0.085346385,0.028987259,0.065764907,0.020911957,0.034801821,-0.09621268,-0.084495992,0.041261982,0.012780015,0.033218914,-0.00583815
Apr-23,-0.005222942,-0.022736265,-0.056894945,-0.052779475,-0.018301505,-0.069992206,-0.035976331,-0.022370789,-0.027156676,-0.136555687,0.084878511,-0.050272836,-0.059643523,-0.050887969,0.025866351,-0.088758182,-0.087083039,-0.056864297,-0.099629879,-0.043820884,0.044613435,0.068769134,0.143480373,0.144680519,0.051216892,-0.029023967,-0.009855933,0.016573261,-0.106536994,-0.041367588
May-23,0.02654351,0.062040613,-0.004198827,0.067457758,0.071697001,0.009386524,0.046648662,-0.035244608,0.070197442,0.049618321,0.092022587,0.074424273,0.195868788,0.032385735,0.081946278,0.064842144,-0.023412662,0.095925212,0.084546166,0.04510457,0.094330049,0.03699867,0.081107967,-0.025799672,0.041675128,0.049642863,-0.013545636,0.052427882,0.044682056,0.01007348
Jun-23,0.13113279,0.032140762,0.10333602,0.012143548,0.086083608,0.028395882,-0.0174592,-0.016902944,0.017050053,-9.32E-05,-0.030768951,0.00105272,0.077707824,0.115371189,0.03996361,0.030051387,0.11022049,0.07468446,0.021511969,-0.075743114,0.01278546,-0.013566674,0.025467874,0.108771968,0.005798207,0.110299035,0.053532747,0.041401943,0.040101667,-0.012129298
Jul-23,-0.06204731,0.023411751,-0.079130019,-0.034919119,-0.073626234,-0.033909252,-0.041098226,-0.01885746,0.017203361,0.036833271,0.219227867,0.033441287,0.060187769,-0.104062498,0.001925733,-0.01254003,-0.017515678,-0.010603908,-0.036702804,0.02184718,-0.043675245,-0.024291508,0.032390799,0.025994552,0.102036846,-0.133464475,-0.058830517,-0.020314898,-0.01564217,-0.088676668
Aug-23,-0.144400304,-0.027484731,-0.012633121,-0.036677387,-0.008952368,-0.064348989,-0.062991286,-0.062464669,-0.016480698,0.057469197,-0.030801167,-0.06378215,-0.028919022,-0.0449948,-0.03416044,-0.054943605,0.01428954,-0.085195232,-0.036227314,-0.055331311,-0.088678282,-0.036642694,-0.078907269,-0.038995356,-0.062598086,-0.03029775,0.057933645,0.028546446,0.046679011,-0.142365295
Sept-23,-0.025354758,-0.025606623,-0.061686807,-0.047576244,-0.04109778,0.009110397,-0.004820832,-0.078685559,0.021759724,-0.099761864,0.031277321,0.022129524,-0.171978011,-0.037983895,-0.017367659,0.028589045,-0.052864652,-0.057817054,-0.036941003,-0.002428363,-0.002569958,0.070815472,0.046963448,-0.051811086,-0.03031989,-0.018638571,0.062218598,-0.022160895,-0.135749022,0.017629574
Oct-23,0.239856546,0.0546978,0.124930009,0.042604827,0.122393212,0.034519384,0.075027654,-0.002945026,-0.047244788,-0.0293812,0.066993999,0.091790668,0.109135138,0.157555034,0.12123721,0.023262051,0.008570667,0.101162624,0.04710629,-0.002142099,0.112314764,0.120670847,0.097678266,0.068101199,-0.071935544,0.184053634,0.032507979,0.072949076,-0.014616,0.003602043
Nov-23,0.125329189,-0.009277778,0.129501669,0.013448856,0.08982573,0.008384668,0.052050809,-0.0551362,0.012590541,-0.026863928,-0.013738487,0.014298011,0.179283711,0.104296439,0.047865341,-0.045466459,0.088348914,0.105457905,0.007712095,0.063817263,0.013582532,-0.007574345,0.040043851,0.054025532,0.044233141,0.120728411,-0.047923036,0.113608037,0.038718644,0.038113202
Dec-23,-0.190362925,0.075926653,-0.004562304,0.013780783,0.025044092,0.0095028,-0.012782031,-0.059395623,0.04820788,0.028305661,0.107544782,0.049587107,0.015693117,0.010098015,0.037530411,0.072335244,0.060850439,0.018496621,-0.034332518,0.107870138,-0.042227211,0.057281081,0.021455801,0.002935097,-0.006730011,0.026827003,-0.027978767,0.052720862,-0.011598357,-0.034738238
