Date,BA,BRKB,GS,JNJ,JPM,KO,MCD,PFE,WMT,XOM,LLY,V,CAT,BAC,GE,PG,ABBV,HD,PM,MRK
Feb-22,-0.067400409,0.097869031,-0.032787366,0.076927751,-0.03864598,-0.003856041,0.010254525,0.102897316,0.101804767,0.05317521,0.145709136,0.026142927,0.187866538,-0.067420803,-0.041985149,-0.019821646,0.097042674,-0.052243298,-0.07054514,0.071428586
Mar-22,-0.222767624,-0.085234196,-0.074553166,0.018224905,-0.124413146,0.042096774,0.007602718,-0.052153757,0.027331057,0.032207289,0.020113873,-0.038959279,-0.055111811,-0.134400795,-0.185245887,0.050719894,-0.093948527,0.003574675,0.064509234,0.080926254
Apr-22,-0.117172803,-0.021218598,0.069920456,-0.005153497,0.107825067,-0.019037301,0.01224113,0.08090483,-0.15922755,0.126099707,0.072946966,-0.004504325,0.025220922,0.042600909,0.050167648,-0.078916213,0.00333599,0.007822923,0.0625,0.03765922
May-22,0.040487062,-0.135957972,-0.091265106,-0.011251601,-0.148377827,-0.007415589,-0.021133183,-0.011500754,-0.054806629,-0.107916667,0.034424478,-0.072017717,-0.17183234,-0.163172083,-0.186741578,-0.027657638,0.039288924,-0.094071052,-0.070682373,-0.009344786
Jun-22,0.165228204,0.10101824,0.122449667,-0.016844121,0.024420567,0.020028612,0.066793584,-0.036620256,0.086114449,0.13183092,0.016839871,0.077302053,0.1090289,0.086090661,0.160829258,-0.033938312,-0.063006065,0.097239999,-0.01610286,-0.020072413
Jul-22,0.005900446,-0.065868263,-0.002159633,-0.07552143,-0.014129681,-0.038335671,-0.042108061,-0.104533756,0.003787242,-0.013824409,-0.086323489,-0.063174739,-0.06829757,-0.005915432,-0.00635913,-0.006982947,-0.063061725,-0.04160294,-0.017087016,-0.044548868
Aug-22,-0.244430577,-0.049074074,-0.119097003,0.012520144,-0.081157127,-0.092205477,-0.085381322,-0.032500553,-0.021501531,-0.086619939,0.073432242,-0.105983655,-0.111688615,-0.101457893,-0.156998907,-0.084747008,-0.001859289,-0.043270267,-0.130694272,0.008903493
Sept-22,0.17699042,0.105123212,0.175601433,0.06494858,0.204593301,0.06836844,0.181676346,0.063756856,0.097379542,0.269155881,0.119808225,0.166113205,0.319234546,0.193377484,0.256824422,0.066693055,0.090827707,0.073168088,0.106493147,0.175104432
Oct-22,0.255210161,0.079670609,0.120867319,0.023164913,0.097712107,0.062823726,0.000476784,0.076906552,0.070891535,0.004782962,0.024828055,0.047499499,0.092164817,0.050221907,0.1048709,0.107596389,0.10095628,0.094080252,0.085138811,0.088142352
Nov-22,0.064903846,-0.0304457,-0.110760067,-0.00758427,-0.029526704,0,-0.033945526,0.02214243,-0.069741488,-0.009340758,-0.014120918,-0.04258067,0.013324283,-0.124966968,-0.02535769,0.016090063,0.002667874,-0.025093383,0.015450998,0.007537179
Dec-22,0.118168933,0.008481709,0.065321218,-0.074893858,0.043698732,-0.036000629,0.014685235,-0.138173302,0.014669011,0.051767906,-0.059288221,0.108057436,0.053139071,0.071256059,0.230396021,-0.060570024,-0.085762023,0.026309214,0.029937741,-0.031906204
Jan-23,-0.053755869,-0.020351823,-0.038708619,-0.062171093,0.024221206,-0.029517286,-0.013051608,-0.08129529,-0.012094369,-0.052581674,-0.095685001,-0.044611459,-0.050497406,-0.033258183,0.052559559,-0.03385312,0.041624324,-0.085233068,-0.066577081,-0.010892894
Feb-23,0.053981642,0.011763549,-0.069785298,0.011353256,-0.090966167,0.042345824,0.059489978,0.005669214,0.037430186,-0.002274588,0.103463826,0.025097773,-0.044708857,-0.166180728,0.128556339,0.080910185,0.035542569,-0.004788607,-0.000513906,0.001411912
Mar-23,-0.026596997,0.064060628,0.049922045,0.056129032,0.060854885,0.034177011,0.057723257,-0.046813725,0.023872064,0.079153748,0.152699231,0.032245138,-0.04387342,0.023776234,0.035251039,0.051718356,-0.051766332,0.018365456,0.027969164,0.085346385
Apr-23,-0.005222942,-0.022736265,-0.056894945,-0.052779475,-0.018301505,-0.069992206,-0.035976331,-0.022370789,-0.027156676,-0.136555687,0.084878511,-0.050272836,-0.059643523,-0.050887969,0.025866351,-0.088758182,-0.087083039,-0.056864297,-0.099629879,-0.043820884
May-23,0.02654351,0.062040613,-0.004198827,0.067457758,0.071697001,0.009386524,0.046648662,-0.035244608,0.070197442,0.049618321,0.092022587,0.074424273,0.195868788,0.032385735,0.081946278,0.064842144,-0.023412662,0.095925212,0.084546166,0.04510457
Jun-23,0.13113279,0.032140762,0.10333602,0.012143548,0.086083608,0.028395882,-0.0174592,-0.016902944,0.017050053,-9.32E-05,-0.030768951,0.00105272,0.077707824,0.115371189,0.03996361,0.030051387,0.11022049,0.07468446,0.021511969,-0.075743114
Jul-23,-0.06204731,0.023411751,-0.079130019,-0.034919119,-0.073626234,-0.033909252,-0.041098226,-0.01885746,0.017203361,0.036833271,0.219227867,0.033441287,0.060187769,-0.104062498,0.001925733,-0.01254003,-0.017515678,-0.010603908,-0.036702804,0.02184718
Aug-23,-0.144400304,-0.027484731,-0.012633121,-0.036677387,-0.008952368,-0.064348989,-0.062991286,-0.062464669,-0.016480698,0.057469197,-0.030801167,-0.06378215,-0.028919022,-0.0449948,-0.03416044,-0.054943605,0.01428954,-0.085195232,-0.036227314,-0.055331311
Sept-23,-0.025354758,-0.025606623,-0.061686807,-0.047576244,-0.04109778,0.009110397,-0.004820832,-0.078685559,0.021759724,-0.099761864,0.031277321,0.022129524,-0.171978011,-0.037983895,-0.017367659,0.028589045,-0.052864652,-0.057817054,-0.036941003,-0.002428363
Oct-23,0.239856546,0.0546978,0.124930009,0.042604827,0.122393212,0.034519384,0.075027654,-0.002945026,-0.047244788,-0.0293812,0.066993999,0.091790668,0.109135138,0.157555034,0.12123721,0.023262051,0.008570667,0.101162624,0.04710629,-0.002142099
Nov-23,0.125329189,-0.009277778,0.129501669,0.013448856,0.08982573,0.008384668,0.052050809,-0.0551362,0.012590541,-0.026863928,-0.013738487,0.014298011,0.179283711,0.104296439,0.047865341,-0.045466459,0.088348914,0.105457905,0.007712095,0.063817263
Dec-23,-0.190362925,0.075926653,-0.004562304,0.013780783,0.025044092,0.0095028,-0.012782031,-0.059395623,0.04820788,0.028305661,0.107544782,0.049587107,0.015693117,0.010098015,0.037530411,0.072335244,0.060850439,0.018496621,-0.034332518,0.107870138
